,0
planter,0
plants,17
plasma,0
plastic,5
plastics,1
plat,0
plate,4
plateau,2
plates,3
platform,2
platforms,4
plath,1
plating,2
platinum,2
platter,1
play,24
playa,1
playback,1
playboy,2
played,4
player,1
players,3
playful,0
playground,2
playgrounds,0
playhouse,0
playin,2
playing,19
playlist,0
playmobil,2
plays,4
playstation,2
playtime,1
plaza,0
plead,0
pleading,0
pleas,0
pleasant,2
pleasantville,0
please,131
pleased,1
pleaser,0
pleases,1
pleasing,0
pleasure,1
pleasures,0
pleated,1
pleather,1
pledge,2
pledged,1
pledging,1
plentiful,0
plenty,3
plies,1
plot,0
plots,1
ploughing,0
pls,381
plug,2
plugged,1
plugs,1
plum,0
plumber,0
plumbing,0
plumtree,0
plunder,2
plunges,1
plunkett,0
pluto,0
ply,6
plying,1
plymouth,0
plywood,0
plz,5
pm,88
pms,1
pneumatic,0
pneumonia,3
po,3
pocket,3
pockets,1
poco,0
pod,2
podcast,18
pods,0
poe,1
poem,4
poems,1
poet,1
poetry,3
poets,0
pogo,0
poignant,0
point,20
pointe,2
pointer,0
pointing,1
pointless,1
points,6
poison,0
poisoning,1
poked,0
pokemon,0
poker,2
pol,0
polanco,0
poland,39
polar,0
polaroid,0
polaroids,0
pole,0
police,28
policemen,1
policies,0
policy,4
polish,1
polished,0
polishing,0
political,7
politicians,6
politics,6
polka,0
poll,0
polled,0
pollen,2
polling,0
polls,1
pollute,2
polluted,1
pollution,6
polo,0
polution,1
polyamorous,1
polyamory,1
polymer,0
polynesian,2
polytheism,1
pom,0
pomegranate,1
pomeranian,0
pompeo,1
pon,2
ponce,1
pond,2
ponder,1
pondered,0
pong,1
ponte,0
ponytail,1
poo,0
pooch,0
pooches,0
pool,7
pools,0
poolside,1
poop,3
pooped,1
poopie,1
poor,6
poorer,0
poorly,0
pop,36
popcorn,2
pope,1
popeye,0
popped,3
poppers,1
poppies,0
poppin,1
popping,3
poppins,0
poppy,0
pops,0
populace,0
popular,3
populated,0
population,14
populist,0
porch,0
pores,1
pork,6
porky,0
porn,3
pornstar,0
porridge,1
port,9
portable,0
portal,1
portals,1
porte,0
porter,0
porters,0
portfolio,2
portia,1
portion,3
portions,2
portland,9
porto,0
portrait,15
portraits,4
portray,3
portraying,1
portrays,0
portsmouth,1
portugal,5
portuguese,0
pos,1
pose,4
posed,2
poser,1
poses,2
posh,1
posing,1
position,3
positions,1
positive,49
positively,1
positives,0
positivism,0
positivity,0
positve,1
posse,1
possess,0
possibilities,1
possibility,0
possibly,2
post,66
postal,0
postapocalyptic,2
postcard,0
postcards,0
posted,16
poster,7
posters,2
posthumously,0
posting,1
postpone,3
postponed,10
postponement,1
posts,4
posttraumatic,1
posture,0
pot,2
pota,1
potato,4
potatoes,9
potential,8
potentially,0
potomac,1
potosi,1
potsdam,0
potter,1
pottery,1
potty,1
pou,0
pouch,0
pouches,0
poultry,2
pound,2
pounds,1
poured,0
pours,0
pov,0
poverty,66
powder,3
powell,0
power,11
powered,1
powerful,4
powerfull,2
powerless,1
powers,0
pp,0
ppl,4
ppp,2
pps,1
pr,8
practical,0
practically,0
practice,17
practiced,1
practices,2
practicing,4
practise,1
practised,0
practising,0
practitioner,1
prada,0
pradesh,7
prague,1
prairie,0
praise,6
praised,1
praises,1
praising,1
prakash,0
prank,2
pranks,1
pratt,1
prawn,0
prawns,0
pray,27
prayed,1
prayer,15
prayers,10
praying,5
pre,28
preach,1
preaches,0
preaching,1
preamble,0
precaution,17
precautionary,7
precautions,12
precinct,0
precious,3
precisely,0
predecessor,0
predict,1
predicted,0
predicting,0
prediction,0
predictions,2
predicts,0
prefer,2
preferably,0
preferring,0
preggo,1
pregnancy,0
pregnant,0
prelude,0
premier,0
premiere,0
premiered,0
premiering,0
premiers,0
premise,1
premium,0
premonition,1
prep,2
preparation,7
preparations,1
preparatory,1
prepare,4
prepared,10
preparedness,1
prepares,0
preparing,5
prepped,5
prepping,0
preproduction,1
preps,0
prequel,0
prescience,0
prescient,0
prescribed,1
prescription,1
prescriptions,0
presence,0
presentation,0
presented,2
presenter,0
presenters,0
presenting,0
presently,1
presents,3
preserve,0
preserved,0
presidency,0
president,19
presidente,0
presidential,3
presides,0
presley,1
press,14
pressed,0
presses,0
pressure,32
prestige,0
prestigious,0
preston,2
pretend,1
pretending,1
pretext,0
prettier,1
pretty,16
pretzels,1
prevail,1
prevailing,0
prevent,24
preventative,1
prevented,0
preventing,0
prevention,29
preview,2
previous,1
previously,0
prey,1
prez,0
price,26
priced,0
priceless,1
prices,2
pricing,0
prick,0
pride,7
priest,0
prima,3
primal,1
primary,2
prime,9
primer,1
priminister,1
prince,8
princely,1
princess,3
princeton,1
principal,1
principle,0
principles,1
pringle,0
print,5
printed,0
printer,2
printing,1
printout,1
prints,1
prior,1
priorities,0
prioritized,1
priority,2
prism,1
prison,0
prisoner,0
prisoners,2
prisons,2
pristine,0
privacy,0
private,14
privilage,0
privilege,1
prix,1
priya,0
priyanka,1
prize,8
pro,7
proactive,2
probes,1
problem,10
problems,2
procedure,0
procedures,2
proceedings,1
proceeds,4
process,7
processing,1
procession,0
procrastinating,0
procreate,3
procure,0
prod,0
prodigy,0
produce,7
produced,3
producer,9
producers,1
produces,0
producing,8
product,7
production,13
productions,2
productive,7
productivity,0
products,6
prof,0
profanities,1
professed,1
professional,10
professionally,1
professionals,3
professions,1
professor,2
professors,0
profile,5
profit,2
profitable,0
profits,3
profound,1
profusion,0
program,7
programme,0
programmed,0
programming,0
programs,1
progress,6
progresses,1
progressing,0
progression,0
progressive,1
prohibited,1
prohibition,2
project,19
projected,0
projecting,0
projections,0
projects,5
prolly,3
prolonged,1
prom,1
promenade,1
prominence,1
prominent,1
promise,2
promised,3
promises,3
promising,1
promo,5
promote,1
promoted,0
promoter,0
promoting,2
promotion,2
promotional,1
promotions,5
prompt,0
prompting,0
prone,0
pronounce,0
pronounced,0
proof,1
propaganda,2
propagate,1
propagating,0
propelled,0
proper,7
properly,6
properties,3
property,2
prophecies,1
prophecy,2
prophesied,1
prophet,1
prophetic,0
prophets,15
proportions,1
proposal,1
proposals,2
propose,0
proposed,0
proposes,1
propositions,0
proprietors,0
props,0
pros,0
prospect,0
prospects,0
prosper,1
prosperity,0
prosperous,1
prost,0
prostitutes,0
protect,37
protected,4
protecting,3
protection,12
protective,8
protector,1
protectors,1
protects,2
protein,6
protest,4
protested,2
protesters,2
protesting,2
protests,5
protocol,2
protocols,7
prototype,0
prototypes,0
proud,19
proudest,0
proudly,0
prove,1
proved,2
proven,2
provence,3
proverb,0
proverbs,0
proves,0
provide,15
providence,0
provider,0
providers,8
provides,3
province,2
provinces,0
provincial,0
proving,1
provisions,0
provoke,0
provokes,0
prowess,0
prowl,0
prs,0
prt,0
prudent,0
ps,9
psa,14
psalm,0
psalms,1
psoriasis,0
psych,1
psychedelic,0
psychic,2
psycho,0
psychological,0
psychologically,0
psychologist,0
psychology,0
pt,4
pta,0
pts,0
ptsd,0
pub,1
publically,0
publication,0
publications,0
publicist,1
publicity,5
publicly,0
publish,0
published,2
publishing,0
pubs,0
pudding,1
puddle,0
puerto,1
puff,2
puffy,1
pug,0
pugs,0
pull,7
pulled,3
pulling,1
pullout,0
pullover,0
pulse,1
pulses,0
pump,3
pumped,0
pumping,1
pumpkin,1
pumpkins,1
pumps,0
pun,2
punch,2
pune,0
punish,1
punished,0
punishment,0
punjab,1
punjabi,0
punk,2
punters,1
puny,0
pup,0
puppet,0
puppets,1
puppies,4
puppy,4
pups,1
pura,1
purchase,29
purchased,0
purchasers,0
purchases,1
purchasing,0
pure,3
purest,0
purge,1
purging,0
puri,1
purified,1
purifier,0
purity,1
purley,0
purple,3
purpose,1
purposed,1
purposely,0
purposes,1
purr,0
purse,1
pursuit,1
pursuits,0
pus,2
push,6
pushed,2
pushes,0
pushing,1
pushups,1
put,38
putney,0
puts,1
putter,0
puttin,2
putting,14
puzzle,4
puzzles,4
pvc,1
pvt,0
pw,1
pyaar,0
pyar,0
pyramid,0
pyramids,1
python,0
q,7
qa,2
qb,0
qotd,1
qoutes,0
qt,1
qu,0
quack,0
quad,0
quagmire,0
quail,0
quaker,1
qualified,0
qualify,1
qualities,1
quality,13
quando,0
quantities,0
quantity,1
quantum,0
quarantine,599
quarantined,23
quarantines,0
quarreling,0
quarter,3
quarterback,0
quarters,0
quartet,0
quarts,1
quasi,0
quatre,1
quay,0
que,4
quebec,3
queen,6
queenie,0
queens,13
queensland,6
queer,2
quence,1
quench,1
queries,1
query,1
quest,0
question,16
questioned,0
questioning,0
questions,10
queue,2
queues,0
queuing,0
quiche,0
quick,11
quicker,0
quickie,1
quickies,1
quickly,12
quiet,11
quietly,0
quietness,0
quill,0
quilt,1
quilting,1
quina,0
quincy,1
quinn,0
quirky,1
quit,0
quitting,1
quiver,1
quivering,0
quiz,2
quote,4
quoted,0
quotes,5
quotidian,0
quotient,0
quoting,0
quran,3
qvc,1
r,14
ra,1
raat,1
rabb,1
rabbit,3
rabbits,0
rabies,1
raccoon,1
race,14
races,1
rachel,1
racial,1
racing,1
racism,1
racist,1
rack,3
racks,0
rad,1
radar,0
radiation,1
radical,1
radio,11
radioactive,0
radish,0
radius,2
raf,0
raffle,2
raffles,1
rafting,0
rag,0
rage,3
ragga,0
raging,2
ragu,0
raha,0
rahman,1
raho,2
rahul,0
rai,1
raid,1
raided,1
raider,0
rail,0
rails,1
railway,3
railways,1
rain,9
rainbow,6
rainbows,0
raincoat,0
raindrops,0
rained,0
rainer,1
rainfall,0
rainforest,1
raining,2
rainn,1
rains,0
rainy,1
raise,8
raised,4
raises,1
raisin,0
raising,1
raj,0
raja,0
rajasthan,24
rajesh,0
rake,0
rakhi,0
rakuten,0
raleigh,1
rally,1
ralph,1
ram,4
rama,0
ramadan,3
ramayana,0
rambles,1
rambling,0
ramblings,0
ramen,3
ramgarh,0
ramifications,0
ramon,0
ramona,0
rampage,0
ramped,1
ramsey,0
ran,4
rana,1
ranch,1
ranches,0
rancho,0
rand,0
random,6
randomly,0
range,2
ranger,2
ranges,0
rani,0
ranked,0
ranking,2
ranks,1
rannvijay,0
rant,2
rants,1
rap,9
rape,1
raped,0
rapid,1
rapidly,0
rapids,0
rapper,10
rappers,4
rapping,1
raps,0
rapturous,0
rare,0
rarely,1
rash,0
rashad,0
raspberry,3
rasta,4
rat,0
ratchet,0
rate,80
rated,1
rates,6
ratings,0
ration,0
rationing,0
rations,2
raton,0
rats,1
rattlesnake,0
ravaged,1
ravaging,5
rave,1
ravel,0
raven,1
ravens,1
ravers,0
ravi,1
ravindra,1
raving,1
ravioli,0
raw,5
rawa,0
ray,6
raya,0
raye,0
rays,1
raza,0
razor,0
rd,8
rds,0
reach,14
reached,1
reaches,1
reaching,0
react,0
reacting,1
reaction,2
reactions,1
reactive,1
read,31
reader,2
readers,0
readership,0
readily,1
reading,16
readings,4
reads,0
ready,49
reagan,0
realest,0
realisations,0
realise,0
realised,1
realises,1
realising,0
realism,1
realist,0
realistic,0
realities,1
reality,16
realization,0
realize,1
realized,2
realizing,1
realm,0
realness,1
realtime,0
realtor,5
realtors,0
realty,2
reaper,0
rear,0
rearrange,0
rears,0
reason,9
reasonable,0
reasoned,0
reasons,4
reassure,0
reassuring,0
rebecca,0
rebel,2
rebellion,0
rebellious,0
rebels,0
reboot,1
rebroadcast,1
rebuild,0
rebuilding,1
rebuke,0
rec,0
recall,0
recalling,0
recap,1
recaps,0
receive,4
received,2
receiving,2
recent,9
recently,4
reception,0
receptionists,0
recess,1
recession,0
recharge,1
recharged,0
recieve,1
recieved,1
recipe,4
recipes,2
recipient,1
recital,0
recite,0
reciting,0
reckless,0
reckon,0
reckoning,0
reckons,0
reclaimed,0
recognise,0
recognition,0
recognize,2
recognized,1
recognizing,0
recommend,4
recommendation,0
recommendations,6
recommended,3
recommends,5
reconnect,1
reconnecting,0
record,5
recorded,4
recorder,2
recording,5
recordings,0
records,7
recover,4
recovered,2
recovering,1
recovers,1
recovery,10
recreated,0
recreational,0
recruited,0
recruiting,1
recruits,0
rectangles,1
recurve,1
recycle,219
recycled,0
recycling,2
red,23
redbox,2
redding,0
redeemed,4
redeemer,0
redefine,0
redemption,3
redesign,0
redevelopment,0
redhead,0
rediscover,1
rediscovered,0
redlight,0
redline,1
redman,0
redmond,0
redneck,1
rednecks,1
redo,0
redskins,0
redsox,0
reduce,7
reduced,3
reduces,4
reducing,1
reduction,1
redux,0
reed,1
reeds,0
reefs,0
reel,1
reeled,1
reeling,1
reels,2
reentry,1
reese,0
reestablishing,0
reevaluate,0
refer,0
reference,1
references,1
referral,0
referrals,0
referred,0
refers,0
refill,2
refilled,0
reflect,3
reflecting,1
reflection,4
reflections,1
reflective,1
reflects,0
reform,0
refrain,0
refrained,1
refresh,0
refreshed,0
refreshing,1
refreshments,1
refried,2
refrigerated,0
refrigerator,0
refrigerators,1
refuge,2
refugees,0
refund,2
refuse,3
refused,0
refuses,0
refusing,0
refute,0
regal,0
regard,0
regarding,3
regardless,4
regards,6
regency,0
regent,0
regents,1
reggae,5
reggie,2
regime,0
regimen,0
regiment,0
regina,1
reginald,2
region,2
regional,3
regions,0
register,2
registered,4
registering,0
registers,1
registrants,1
registry,0
regret,2
regrets,0
regular,10
regularly,8
regulars,0
regulated,1
regulation,0
regulations,3
rehab,1
rehabilitation,1
rehearsal,0
rehearsals,0
rehearsing,0
rehta,0
rei,1
reign,0
reigns,0
reilly,0
reimbursement,2
reincarnation,0
reinventing,1
reisen,0
reiterate,0
reject,0
rejected,1
rejection,0
rejoice,3
rejuvenate,0
rejuvenates,1
rejuvenating,0
rejuvenation,0
rekha,0
rekindle,0
relapses,1
relate,4
related,14
relates,0
relating,0
relation,1
relationship,5
relationships,2
relative,0
relatively,0
relatives,1
relax,7
relaxation,4
relaxed,2
relaxing,5
release,8
released,6
releases,1
releasing,5
relentless,0
relevant,1
reliable,5
reliance,0
relied,0
relief,25
relieve,0
relieved,0
relieving,1
religion,5
religions,0
religious,1
religiously,0
reliving,1
relocate,1
relocating,0
reluctant,0
rely,1
relying,1
remain,3
remainder,0
remaining,0
remains,1
remarkable,0
remarkably,1
remedies,2
remedy,3
remember,30
remembered,0
remembering,1
remembrance,0
remer,0
remind,2
reminded,3
reminder,10
reminders,0
reminding,0
reminds,0
remington,1
reminisce,0
reminiscing,0
remix,3
remixed,0
remixes,1
remnant,1
remote,5
remotely,4
remove,6
removed,0
removes,0
removing,2
remy,1
ren,0
renamed,0
renaud,0
render,5
rendered,1
rendering,1
renderings,0
rendition,0
renegade,1
renew,0
renewal,1
renewed,0
rennie,0
reno,0
renovate,2
renovating,0
renovation,0
renovations,0
rent,1
rental,0
renters,1
renting,1
reopen,14
reopened,0
reopening,3
reopens,0
rep,0
repainting,0
repair,2
repaired,0
repairing,1
repairs,0
repay,1
repayment,0
repeat,1
repeating,0
repel,2
repellent,1
repelling,0
repent,1
repercussions,0
repertoire,0
replace,0
replacement,1
replay,1
replays,0
replicate,0
reply,1
repo,1
report,4
reportage,3
reported,10
reportedly,1
reporter,3
reporters,1
reporting,2
reports,4
reprehensible,1
represent,0
representative,0
represented,1
representing,1
represents,0
reproduce,0
reproduction,0
reproductive,0
republic,1
republican,1
republicans,1
repulsive,1
reputable,0
reputed,0
request,9
requested,1
requesting,0
requests,0
require,0
required,6
requirement,0
requirements,1
requires,0
requiring,0
rerouted,0
res,0
resale,2
reschedule,1
rescue,9
rescued,0
rescues,1
rescuing,1
research,7
researched,0
researcher,1
researchers,2
researching,0
resemblance,1
resemble,0
resembles,0
reservation,1
reservations,0
reserve,5
reserved,0
reserves,0
reservoir,1
reset,5
reshaping,1
residence,3
residences,2
residency,0
resident,0
residential,9
residents,7
resides,0
resign,1
resilience,0
resiliency,1
resilient,4
resin,0
resist,1
resistance,1
resistant,0
resisting,0
resolution,1
resolve,0
resolved,0
resonate,0
resonating,0
resort,5
resorted,0
resource,0
resources,6
respect,9
respected,2
respectful,1
respectfully,0
respective,0
respectively,0
respirator,2
respiratory,4
respite,0
respond,1
responded,1
responders,7
responding,2
responds,1
response,24
responses,1
responsibilities,2
responsibility,12
responsibilty,0
responsible,13
responsibly,1
responsive,0
ressurection,3
rest,25
restart,0
restaurant,12
restauranteur,1
restaurants,7
resting,0
restless,0
restoration,0
restore,0
restored,0
restoring,0
restrict,0
restricted,0
restriction,0
restrictions,7
restrictive,0
restrooms,1
restructuring,1
result,11
resulted,0
resulting,1
results,5
resume,2
resuming,0
resurfaces,0
resurgence,1
resurrection,1
retail,0
retailers,1
retarded,0
retards,0
retention,0
rethink,1
rethinking,0
retired,0
retirement,1
retooling,1
retreat,4
retribution,1
retro,1
retrograde,1
return,11
returned,1
returning,0
returns,2
reunion,1
reunite,1
reunited,0
reuse,1
reuters,1
revamped,0
reveal,1
revealed,2
reveals,1
revelation,2
revelations,1
revelry,1
revenge,1
revenue,3
reverberates,0
reverse,1
reversed,0
reverting,1
review,7
reviewed,0
reviewing,0
reviews,1
revised,0
revisit,0
revisiting,0
revival,2
revive,0
reviving,0
revolt,1
revolution,3
revolutionary,0
revolve,0
revolved,0
revolves,0
reward,0
rewarded,0
rewards,1
rewind,0
rewriting,1
rey,4
reynolds,1
rez,0
rf,1
rg,1
rgv,0
rhapsody,0
rheumatic,1
rhianna,0
rhine,1
rhinestones,0
rhino,0
rhode,1
rhody,0
rhonda,0
rhubarb,1
rhymes,0
rhythm,0
rhythms,0
ri,0
rialto,0
rib,2
ribs,3
rica,1
rican,0
ricardo,1
rice,15
rich,7
richard,0
richards,0
richardson,1
richer,0
riches,0
richest,0
richie,0
richly,0
richmond,32
richness,0
rick,0
rico,2
rid,5
ridding,0
riddle,0
riddled,0
riddles,0
ride,11
rider,0
riders,1
rides,0
ridge,2
ridges,0
ridgeway,0
ridiculous,2
ridiculousness,0
ridin,0
riding,4
ridley,0
rie,1
rife,0
riff,0
rifle,0
rift,1
rig,1
righteous,0
righteousness,0
rights,1
rigid,0
rigor,0
rigorous,1
rihanna,4
riley,1
rims,1
rin,0
ring,3
ringing,0
ringo,0
rings,0
rino,1
rinse,0
rio,0
rios,0
riot,1
rip,4
ripened,0
ripple,0
ripples,0
rise,30
risen,0
rises,2
rising,0
risk,28
risking,2
risks,5
risky,0
rita,2
rite,1
rites,2
ritual,0
rituals,2
ritz,0
river,26
rivera,1
riverbank,0
rivers,6
riverside,5
riveting,0
riviera,0
riya,1
rizzo,0
rj,0
rl,0
rn,3
rnb,1
ro,0
road,39
roadblock,1
roadblocks,0
roadhouse,0
roadie,1
roads,5
roadside,0
roadtrip,0
roadwarrior,0
roadway,0
roadways,0
roam,5
roaming,2
roams,1
roar,0
roast,0
roasted,5
roasting,0
rob,3
robbed,0
robber,0
robberies,0
robbers,1
robbery,1
robbie,0
robbin,1
robbing,1
robbins,0
robe,1
robert,1
roberts,0
robertson,0
robin,1
robinson,1
robles,4
robot,3
robotics,0
robots,1
robyn,0
roc,0
rocha,0
rochelle,2
rochester,2
rock,9
rockabilly,1
rocked,0
rocker,0
rockers,3
rockets,0
rockies,0
rockin,0
rocking,2
rockit,0
rocknroll,2
rockport,0
rocks,1
rockstar,0
rockwell,0
rocky,1
rod,3
roddy,0
rode,0
rodeo,0
rods,0
rogers,0
rohit,1
roiling,0
roland,0
roldan,0
role,7
rolex,1
roll,10
rolled,0
roller,4
rollerball,1
rollerblading,1
rollers,1
rollin,0
rolling,3
rolls,2
rollup,0
roma,5
roman,1
romance,0
romania,1
romanova,1
romantic,0
rome,8
romeo,0
romper,0
ron,2
rona,65
ronald,0
ronde,0
roney,1
ronin,1
ronnie,0
roo,1
rood,0
roof,3
rooftop,4
rooftops,4
rookie,0
room,25
roommates,0
rooms,2
roosevelt,1
rooster,0
root,2
roots,7
rope,0
ropes,0
ros,0
rosa,1
rosario,1
rosary,2
rose,3
rosemary,1
roses,2
rosewood,0
roshan,0
rosie,2
ross,1
roswell,0
rot,0
rotary,0
roth,0
roti,3
rottentomatoes,0
rotterdam,0
rouge,1
rough,1
roughly,1
roulette,0
roundabout,0
rounds,4
roundtable,1
roundup,0
route,4
routine,5
routines,2
roux,1
rover,0
row,5
rowan,1
rowen,1
rowing,3
rowland,0
rowley,1
rows,1
rox,0
roxanne,1
roxbury,0
roxy,0
roy,1
royal,3
royale,0
royals,0
royalty,0
royce,0
rp,0
rpg,1
rr,1
rs,6
rt,25
rttemberg,0
ru,1
rub,6
rubber,0
rubbing,1
rubbish,2
ruben,0
rubix,1
ruby,2
rucksack,0
ruckus,1
rudd,1
rude,1
rudely,0
rudy,0
rues,2
ruff,1
rufus,1
rug,0
rugby,1
rugs,4
ruin,1
ruined,5
ruining,1
ruins,0
rule,7
ruler,0
rules,10
rulez,0
rum,5
rumah,1
rumble,0
ruminating,0
rummy,0
rumor,1
rumors,1
rumour,0
rumours,1
rump,0
run,40
runner,0
runners,1
runnin,2
running,22
runny,0
runs,4
runway,1
rupaul,2
rupee,1
rupert,1
rural,2
rus,47
rush,2
rushed,1
rushing,0
russell,0
russia,49
russian,78
russo,0
rust,3
rustic,1
rustling,0
rusty,0
ruth,2
ruthie,0
ruthless,0
rv,2
rw,0
rwanda,0
ryan,3
ryder,0
rye,1
s,757
sa,6
saat,1
saath,0
sab,0
sabbath,0
sabc,0
sabe,0
sabji,0
sabrina,1
sac,0
sach,0
sacha,0
sachin,1
sack,0
sacked,1
sacrament,1
sacramento,3
sacred,0
sacrifice,2
sacrifices,0
sacrificial,0
sacrificing,0
sad,12
saddened,0
sadder,0
saddle,0
sadhu,0
sadly,3
sadness,1
safari,2
safaris,0
safe,259
safeguard,2
safely,7
safer,1
safest,1
safety,35
saffron,0
saga,2
sage,1
sagittarius,0
sahara,2
sai,1
said,44
sail,1
sailboat,1
sailing,2
sailor,0
sails,0
saint,8
saints,2
saiyan,1
sake,4
sakes,1
saks,0
sakura,1
sala,1
salaam,6
salad,13
salads,3
salam,1
salaried,0
salaries,0
salary,4
sale,15
salem,2
sales,6
salinas,0
saliva,1
sally,0
salma,2
salman,1
salmon,4
salon,2
saloon,1
saloons,1
salsa,6
salt,6
salts,1
salty,0
salute,5
salutes,2
saluting,0
salvador,0
salvation,1
salvo,1
sam,4
samantha,0
samba,2
sami,0
samir,0
samne,0
sample,1
samples,2
sampling,0
samson,0
samsung,0
samuel,0
samurai,0
san,17
sanctuary,1
sand,5
sandal,0
sandals,0
sandbag,1
sandeep,0
sandra,1
sandro,0
sands,0
sandstorm,0
sandwich,3
sandwiched,0
sandwiches,1
sandy,0
sane,6
sanest,0
sanford,0
sanfrancisco,1
sang,2
sango,0
sania,1
sanitary,0
sanitation,0
sanitised,0
sanitize,4
sanitized,2
sanitizing,1
sanity,4
sanjay,1
sant,0
santa,8
santacruz,1
santana,1
santiago,0
santorini,0
santos,0
santosh,0
santuario,1
sao,0
saps,0
sara,2
sarah,1
sarajevo,2
sarasota,2
sarcasm,1
saree,1
sarge,0
sarkar,1
sars,17
sas,2
sash,0
sashay,1
sashi,0
saskatchewan,2
saskatoon,1
sassy,1
sat,4
satan,1
satanic,1
satch,0
satin,0
satisfaction,0
satisfied,1
satisfying,0
satish,0
satna,1
saturated,1
saturation,1
saturday,34
saturdays,1
saturn,1
satya,0
sauce,13
saucey,2
saucy,0
saudi,6
sauna,0
sausage,2
sausages,2
savage,2
savaging,0
savannah,1
saved,2
savers,0
saves,1
savings,2
savior,0
saviors,0
saviour,0
saviours,1
savor,0
savory,0
saw,14
sawyer,0
sax,1
saxophone,1
say,43
sayin,0
saying,12
says,17
sb,1
sc,1
scale,6
scallops,1
scam,0
scammed,0
scammer,0
scammers,0
scamp,0
scams,2
scan,3
scandalous,0
scanning,1
scans,2
scar,0
scarce,0
scarcity,0
scare,3
scarecrows,0
scared,6
scaremongering,1
scares,1
scarf,3
scarface,0
scarier,0
scariest,0
scaring,1
scarlet,1
scarlett,0
scarred,0
scarves,1
scary,5
scattered,4
scavenger,0
scenario,1
scenarios,1
scene,5
scenery,1
scenes,1
scenic,2
scepticism,0
sch,3
schadenfreude,0
schedule,8
scheduled,0
schedules,0
scheduling,0
scheme,4
schemes,0
schilling,1
schnapps,1
scholars,0
schone,1
school,26
schoolers,0
schooling,0
schools,4
schoolwork,0
schreiber,0
science,2
scientific,2
scientifically,0
scientist,3
scientists,13
scolded,1
scooby,1
scoop,0
scooter,0
scooters,1
scope,1
scorching,0
score,2
scored,0
scores,2
scorpio,1
scorpion,1
scorpions,1
scotch,0
scotia,2
scotland,12
scott,3
scottish,1
scottsboro,0
scottsdale,1
scourge,0
scout,0
scouts,0
scrabble,1
scrambled,1
scrambling,0
scranton,0
scrap,0
scrapbook,1
scrapped,2
scrappy,0
scraps,1
scrat,0
scratch,2
scratches,1
scream,1
screaming,3
screams,0
screeching,1
screen,4
screening,3
screenings,0
screenplay,1
screens,1
screenshot,1
screenshots,1
screenwriting,3
screw,5
scribble,0
scribbles,0
script,2
scripts,1
scripture,0
scroll,0
scrolling,0
scrub,2
scrubs,3
scruff,0
scruffy,1
scrumptious,1
scrutiny,0
scuba,0
sculpt,0
sculpture,0
sculptures,0
scuppered,1
sd,0
se,8
sea,9
seaboard,2
seafood,1
seafront,0
seagull,0
seagulls,0
seal,0
sealed,0
seals,1
seam,0
seams,0
seamstresses,0
sean,1
sear,2
search,4
searched,2
searches,2
searching,2
seared,0
searing,1
seas,0
seaside,0
season,29
seasonal,0
seasoning,2
seasons,0
seat,4
seated,0
seating,2
seats,0
seattle,5
seaview,1
sebastian,0
sec,1
secluded,2
secondary,2
secondly,0
seconds,5
secret,6
secretary,3
secrets,0
secs,1
section,3
sections,0
sector,2
sectors,0
secure,2
secured,3
securely,1
securing,1
security,13
seda,0
sedentary,1
sedona,2
see,304
seed,0
seeding,0
seeds,1
seein,1
seeing,15
seek,1
seekers,0
seeking,1
seeks,0
seeley,1
seem,5
seemed,3
seeming,0
seems,12
seen,25
sees,1
segments,1
seinfeld,0
seize,0
seizure,0
seizures,1
sel,1
selby,0
select,1
selected,1
selection,2
selective,0
selectively,0
self,60
selfish,0
selfishness,0
selfless,2
selflessly,0
sell,6
seller,1
sellers,2
selling,4
sells,2
seltzer,8
selves,1
sem,2
semblance,0
semen,1
semester,1
semi,3
seminar,0
sen,0
sena,1
senate,0
senator,1
senators,0
sence,0
send,42
sending,10
sends,0
senegal,2
senior,8
seniors,3
senor,0
sensation,1
sensational,0
sensationalism,0
sensations,0
sense,10
sensei,0
senses,0
sensibilities,0
sensible,0
sensing,0
sensitive,0
sensual,1
sensuality,1
sent,5
sentence,0
sentiment_0,1
sentiments,0
seo,3
seoul,0
separate,0
separated,0
separating,0
separation,0
sept,0
september,3
sequel,2
sequestered,0
sequins,0
sequoia,0
ser,1
serato,0
serbia,0
serendipitous,1
serene,0
serenity,2
sergio,0
serial,1
serie,0
series,15
serious,13
seriously,6
seriousness,2
sermons,1
serra,0
serrano,0
servant,1
servants,0
serve,7
served,6
server,0
servers,0
serves,0
service,31
serviced,1
services,16
serving,3
sesame,3
session,17
sessions,8
set,21
setback,0
sets,4
setting,5
settings,1
settle,1
settled,0
settlement,0
settlements,0
setup,3
setups,0
seven,1
seventh,0
seventy,0
sever,1
severe,2
severely,0
severity,0
sew,2
sewed,1
sewing,0
sex,3
sexual,2
sexy,8
seychelles,0
sf,0
sg,0
sh,2
sha,0
shaan,1
shabby,0
shabnam,0
shack,1
shade,0
shaded,0
shades,3
shading,0
shadow,0
shadows,4
shady,0
shag,0
shagged,0
shaggy,2
shah,1
shahi,0
shahrukh,0
shaka,1
shake,9
shakedown,0
shaken,0
shaker,1
shakes,0
shakey,0
shaking,2
shakti,0
shakur,0
shallot,0
shallow,0
sham,1
shame,3
shameful,0
shamefull,1
shameless,0
shamelessly,1
shaming,0
shandy,0
shanghai,2
